Tree;Abundance;Zones;Forests
16;0;3;Restinga1
17;4;3;Restinga1
18;0;3;Restinga1
19;0;3;Restinga1
20;4;3;Restinga1
21;0;3;Restinga1
22;0;3;Restinga1
23;0;3;Restinga1
24;1;3;Restinga1
25;0;3;Restinga1
26;0;3;Restinga1
27;0;3;Restinga1
28;1;3;Restinga1
29;1;3;Restinga1
30;0;3;Restinga1
31;1;3;Restinga1
32;0;3;Restinga1
33;0;3;Restinga1
34;1;3;Restinga1
35;0;3;Restinga1
36;0;3;Restinga1
37;0;3;Restinga1
38;0;3;Restinga1
39;0;3;Restinga1
40;0;3;Restinga1
41;0;3;Restinga1
42;2;3;Restinga1
43;1;3;Restinga1
44;0;3;Restinga1
45;0;3;Restinga1
46;1;3;Restinga1
47;0;3;Restinga1
48;1;3;Restinga1
49;0;3;Restinga1
50;0;3;Restinga1
51;0;3;Restinga1
52;0;3;Restinga1
53;1;3;Restinga1
54;1;3;Restinga1
55;6;3;Restinga1
56;1;3;Restinga1
57;3;3;Restinga1
58;2;3;Restinga1
59;1;3;Restinga1
60;0;3;Restinga1
61;0;3;Restinga1
62;0;3;Restinga1
63;6;3;Restinga1
64;0;3;Restinga1
65;0;3;Restinga1
66;1;3;Restinga1
67;2;3;Restinga1
68;1;3;Restinga1
69;2;3;Restinga1
70;4;3;Restinga1
71;1;3;Restinga1
1;0;4;Restinga1
2;0;4;Restinga1
3;0;4;Restinga1
4;0;4;Restinga1
5;4;4;Restinga1
6;0;4;Restinga1
7;0;4;Restinga1
8;0;4;Restinga1
9;0;4;Restinga1
10;0;4;Restinga1
11;3;4;Restinga1
12;0;4;Restinga1
13;0;4;Restinga1
14;0;4;Restinga1
15;0;4;Restinga1
16;0;4;Restinga1
17;5;4;Restinga1
18;0;4;Restinga1
19;0;4;Restinga1
20;1;4;Restinga1
21;0;4;Restinga1
22;0;4;Restinga1
23;0;4;Restinga1
24;2;4;Restinga1
25;0;4;Restinga1
26;2;4;Restinga1
27;0;4;Restinga1
28;1;4;Restinga1
29;1;4;Restinga1
30;0;4;Restinga1
31;1;4;Restinga1
32;0;4;Restinga1
33;0;4;Restinga1
34;0;4;Restinga1
35;0;4;Restinga1
36;0;4;Restinga1
37;0;4;Restinga1
38;0;4;Restinga1
39;0;4;Restinga1
40;0;4;Restinga1
41;0;4;Restinga1
42;2;4;Restinga1
43;1;4;Restinga1
44;0;4;Restinga1
45;0;4;Restinga1
46;0;4;Restinga1
47;0;4;Restinga1
48;1;4;Restinga1
49;0;4;Restinga1
50;0;4;Restinga1
51;0;4;Restinga1
52;0;4;Restinga1
53;0;4;Restinga1
54;0;4;Restinga1
55;0;4;Restinga1
56;0;4;Restinga1
57;1;4;Restinga1
58;0;4;Restinga1
59;1;4;Restinga1
60;0;4;Restinga1
61;0;4;Restinga1
62;0;4;Restinga1
63;0;4;Restinga1
64;0;4;Restinga1
65;0;4;Restinga1
66;0;4;Restinga1
67;0;4;Restinga1
68;0;4;Restinga1
69;1;4;Restinga1
70;3;4;Restinga1
71;1;4;Restinga1
1;0;5;Restinga1
2;0;5;Restinga1
3;0;5;Restinga1
4;0;5;Restinga1
5;0;5;Restinga1
6;0;5;Restinga1
7;0;5;Restinga1
8;0;5;Restinga1
9;0;5;Restinga1
10;0;5;Restinga1
11;0;5;Restinga1
12;0;5;Restinga1
13;0;5;Restinga1
14;0;5;Restinga1
15;0;5;Restinga1
16;0;5;Restinga1
17;4;5;Restinga1
18;0;5;Restinga1
19;0;5;Restinga1
20;0;5;Restinga1
21;0;5;Restinga1
22;0;5;Restinga1
23;0;5;Restinga1
24;0;5;Restinga1
25;0;5;Restinga1
26;0;5;Restinga1
27;0;5;Restinga1
28;0;5;Restinga1
29;0;5;Restinga1
30;0;5;Restinga1
31;0;5;Restinga1
32;0;5;Restinga1
33;0;5;Restinga1
34;0;5;Restinga1
35;0;5;Restinga1
36;0;5;Restinga1
37;0;5;Restinga1
38;0;5;Restinga1
39;0;5;Restinga1
40;0;5;Restinga1
41;0;5;Restinga1
42;0;5;Restinga1
43;0;5;Restinga1
44;0;5;Restinga1
45;0;5;Restinga1
46;0;5;Restinga1
47;0;5;Restinga1
48;0;5;Restinga1
49;0;5;Restinga1
50;0;5;Restinga1
51;0;5;Restinga1
52;0;5;Restinga1
53;0;5;Restinga1
54;0;5;Restinga1
55;0;5;Restinga1
56;0;5;Restinga1
57;0;5;Restinga1
58;0;5;Restinga1
59;0;5;Restinga1
60;0;5;Restinga1
61;0;5;Restinga1
62;0;5;Restinga1
63;0;5;Restinga1
64;0;5;Restinga1
65;0;5;Restinga1
66;0;5;Restinga1
67;0;5;Restinga1
68;0;5;Restinga1
69;0;5;Restinga1
70;0;5;Restinga1
71;0;5;Restinga1
72;1;1;Restinga2
73;0;1;Restinga2
74;2;1;Restinga2
75;5;1;Restinga2
76;2;1;Restinga2
77;1;1;Restinga2
78;5;1;Restinga2
79;4;1;Restinga2
80;3;1;Restinga2
81;1;1;Restinga2
82;0;1;Restinga2
83;0;1;Restinga2
84;2;1;Restinga2
85;2;1;Restinga2
86;5;1;Restinga2
87;3;1;Restinga2
88;0;1;Restinga2
89;2;1;Restinga2
90;0;1;Restinga2
91;3;1;Restinga2
92;5;1;Restinga2
93;0;1;Restinga2
94;1;1;Restinga2
95;3;1;Restinga2
96;1;1;Restinga2
97;1;1;Restinga2
98;1;1;Restinga2
99;2;1;Restinga2
100;1;1;Restinga2
101;11;1;Restinga2
102;0;1;Restinga2
103;4;1;Restinga2
104;0;1;Restinga2
105;1;1;Restinga2
106;2;1;Restinga2
107;1;1;Restinga2
108;0;1;Restinga2
109;2;1;Restinga2
110;2;1;Restinga2
111;3;1;Restinga2
112;0;1;Restinga2
113;1;1;Restinga2
114;2;1;Restinga2
115;7;1;Restinga2
116;6;1;Restinga2
117;1;1;Restinga2
118;2;1;Restinga2
119;2;1;Restinga2
120;2;1;Restinga2
121;5;1;Restinga2
122;1;1;Restinga2
123;1;1;Restinga2
124;7;1;Restinga2
72;1;2;Restinga2
73;2;2;Restinga2
74;2;2;Restinga2
75;4;2;Restinga2
76;2;2;Restinga2
77;2;2;Restinga2
78;3;2;Restinga2
79;3;2;Restinga2
80;3;2;Restinga2
81;4;2;Restinga2
82;1;2;Restinga2
83;3;2;Restinga2
84;3;2;Restinga2
85;1;2;Restinga2
86;4;2;Restinga2
87;5;2;Restinga2
88;2;2;Restinga2
89;2;2;Restinga2
90;1;2;Restinga2
91;3;2;Restinga2
92;4;2;Restinga2
93;0;2;Restinga2
94;1;2;Restinga2
95;4;2;Restinga2
96;1;2;Restinga2
97;1;2;Restinga2
98;1;2;Restinga2
99;3;2;Restinga2
100;11;2;Restinga2
101;5;2;Restinga2
102;1;2;Restinga2
103;8;2;Restinga2
104;2;2;Restinga2
105;4;2;Restinga2
106;2;2;Restinga2
107;2;2;Restinga2
108;3;2;Restinga2
109;1;2;Restinga2
110;6;2;Restinga2
111;4;2;Restinga2
112;0;2;Restinga2
113;3;2;Restinga2
114;2;2;Restinga2
115;6;2;Restinga2
116;2;2;Restinga2
117;2;2;Restinga2
118;1;2;Restinga2
119;5;2;Restinga2
120;2;2;Restinga2
121;5;2;Restinga2
122;2;2;Restinga2
123;2;2;Restinga2
124;1;2;Restinga2
72;1;3;Restinga2
73;2;3;Restinga2
74;2;3;Restinga2
75;4;3;Restinga2
76;2;3;Restinga2
77;2;3;Restinga2
78;2;3;Restinga2
79;3;3;Restinga2
80;3;3;Restinga2
81;3;3;Restinga2
82;1;3;Restinga2
83;6;3;Restinga2
84;1;3;Restinga2
85;0;3;Restinga2
86;8;3;Restinga2
87;14;3;Restinga2
88;2;3;Restinga2
89;9;3;Restinga2
90;3;3;Restinga2
91;4;3;Restinga2
92;0;3;Restinga2
93;3;3;Restinga2
94;1;3;Restinga2
95;1;3;Restinga2
96;3;3;Restinga2
97;3;3;Restinga2
98;2;3;Restinga2
99;6;3;Restinga2
100;2;3;Restinga2
101;5;3;Restinga2
102;1;3;Restinga2
103;1;3;Restinga2
104;1;3;Restinga2
105;2;3;Restinga2
106;1;3;Restinga2
107;2;3;Restinga2
108;0;3;Restinga2
109;0;3;Restinga2
110;1;3;Restinga2
111;4;3;Restinga2
112;0;3;Restinga2
113;2;3;Restinga2
114;2;3;Restinga2
115;1;3;Restinga2
116;3;3;Restinga2
117;3;3;Restinga2
118;1;3;Restinga2
119;2;3;Restinga2
120;0;3;Restinga2
121;0;3;Restinga2
122;1;3;Restinga2
123;1;3;Restinga2
124;0;3;Restinga2
72;1;4;Restinga2
73;2;4;Restinga2
74;2;4;Restinga2
75;4;4;Restinga2
76;2;4;Restinga2
77;1;4;Restinga2
78;2;4;Restinga2
79;2;4;Restinga2
80;3;4;Restinga2
81;2;4;Restinga2
82;1;4;Restinga2
83;6;4;Restinga2
84;1;4;Restinga2
85;0;4;Restinga2
86;11;4;Restinga2
87;5;4;Restinga2
88;2;4;Restinga2
89;5;4;Restinga2
90;2;4;Restinga2
91;2;4;Restinga2
92;3;4;Restinga2
93;3;4;Restinga2
94;1;4;Restinga2
95;2;4;Restinga2
96;3;4;Restinga2
97;3;4;Restinga2
98;3;4;Restinga2
99;4;4;Restinga2
100;1;4;Restinga2
101;1;4;Restinga2
102;2;4;Restinga2
103;1;4;Restinga2
104;1;4;Restinga2
105;2;4;Restinga2
106;1;4;Restinga2
107;1;4;Restinga2
108;0;4;Restinga2
109;0;4;Restinga2
110;2;4;Restinga2
111;3;4;Restinga2
112;0;4;Restinga2
113;3;4;Restinga2
114;1;4;Restinga2
115;1;4;Restinga2
116;2;4;Restinga2
117;2;4;Restinga2
118;1;4;Restinga2
119;2;4;Restinga2
120;2;4;Restinga2
121;0;4;Restinga2
122;1;4;Restinga2
123;2;4;Restinga2
124;0;4;Restinga2
72;1;5;Restinga2
73;2;5;Restinga2
74;0;5;Restinga2
75;0;5;Restinga2
76;0;5;Restinga2
77;2;5;Restinga2
78;2;5;Restinga2
79;0;5;Restinga2
80;3;5;Restinga2
81;0;5;Restinga2
82;1;5;Restinga2
83;0;5;Restinga2
84;1;5;Restinga2
85;0;5;Restinga2
86;2;5;Restinga2
87;5;5;Restinga2
88;0;5;Restinga2
89;3;5;Restinga2
90;0;5;Restinga2
91;2;5;Restinga2
92;3;5;Restinga2
93;3;5;Restinga2
94;1;5;Restinga2
95;2;5;Restinga2
96;0;5;Restinga2
97;3;5;Restinga2
98;1;5;Restinga2
99;1;5;Restinga2
100;0;5;Restinga2
101;0;5;Restinga2
102;2;5;Restinga2
103;0;5;Restinga2
104;0;5;Restinga2
105;1;5;Restinga2
106;0;5;Restinga2
107;1;5;Restinga2
108;0;5;Restinga2
109;0;5;Restinga2
110;0;5;Restinga2
111;0;5;Restinga2
112;0;5;Restinga2
113;0;5;Restinga2
114;0;5;Restinga2
115;1;5;Restinga2
116;0;5;Restinga2
117;1;5;Restinga2
118;1;5;Restinga2
119;2;5;Restinga2
120;2;5;Restinga2
121;0;5;Restinga2
122;1;5;Restinga2
123;1;5;Restinga2
124;0;5;Restinga2
1;2;1;FlorestaTerrasBaixas
2;1;1;FlorestaTerrasBaixas
3;1;1;FlorestaTerrasBaixas
4;0;1;FlorestaTerrasBaixas
5;0;1;FlorestaTerrasBaixas
6;0;1;FlorestaTerrasBaixas
7;0;1;FlorestaTerrasBaixas
8;1;1;FlorestaTerrasBaixas
9;1;1;FlorestaTerrasBaixas
10;0;1;FlorestaTerrasBaixas
11;0;1;FlorestaTerrasBaixas
12;0;1;FlorestaTerrasBaixas
13;0;1;FlorestaTerrasBaixas
14;0;1;FlorestaTerrasBaixas
15;0;1;FlorestaTerrasBaixas
16;0;1;FlorestaTerrasBaixas
17;0;1;FlorestaTerrasBaixas
18;0;1;FlorestaTerrasBaixas
19;0;1;FlorestaTerrasBaixas
20;0;1;FlorestaTerrasBaixas
21;0;1;FlorestaTerrasBaixas
22;1;1;FlorestaTerrasBaixas
23;1;1;FlorestaTerrasBaixas
24;0;1;FlorestaTerrasBaixas
25;0;1;FlorestaTerrasBaixas
26;1;1;FlorestaTerrasBaixas
27;0;1;FlorestaTerrasBaixas
28;0;1;FlorestaTerrasBaixas
29;0;1;FlorestaTerrasBaixas
30;0;1;FlorestaTerrasBaixas
31;0;1;FlorestaTerrasBaixas
32;0;1;FlorestaTerrasBaixas
33;0;1;FlorestaTerrasBaixas
34;0;1;FlorestaTerrasBaixas
35;0;1;FlorestaTerrasBaixas
36;0;1;FlorestaTerrasBaixas
37;1;1;FlorestaTerrasBaixas
38;1;1;FlorestaTerrasBaixas
39;0;1;FlorestaTerrasBaixas
40;0;1;FlorestaTerrasBaixas
41;0;1;FlorestaTerrasBaixas
42;0;1;FlorestaTerrasBaixas
1;4;2;FlorestaTerrasBaixas
2;1;2;FlorestaTerrasBaixas
3;0;2;FlorestaTerrasBaixas
4;6;2;FlorestaTerrasBaixas
5;2;2;FlorestaTerrasBaixas
6;0;2;FlorestaTerrasBaixas
7;3;2;FlorestaTerrasBaixas
8;0;2;FlorestaTerrasBaixas
9;1;2;FlorestaTerrasBaixas
10;1;2;FlorestaTerrasBaixas
11;3;2;FlorestaTerrasBaixas
12;0;2;FlorestaTerrasBaixas
13;0;2;FlorestaTerrasBaixas
14;0;2;FlorestaTerrasBaixas
15;0;2;FlorestaTerrasBaixas
16;0;2;FlorestaTerrasBaixas
17;2;2;FlorestaTerrasBaixas
18;3;2;FlorestaTerrasBaixas
19;6;2;FlorestaTerrasBaixas
20;1;2;FlorestaTerrasBaixas
21;0;2;FlorestaTerrasBaixas
22;2;2;FlorestaTerrasBaixas
23;0;2;FlorestaTerrasBaixas
24;2;2;FlorestaTerrasBaixas
25;0;2;FlorestaTerrasBaixas
26;0;2;FlorestaTerrasBaixas
27;1;2;FlorestaTerrasBaixas
28;1;2;FlorestaTerrasBaixas
29;0;2;FlorestaTerrasBaixas
30;0;2;FlorestaTerrasBaixas
31;6;2;FlorestaTerrasBaixas
32;0;2;FlorestaTerrasBaixas
33;4;2;FlorestaTerrasBaixas
34;0;2;FlorestaTerrasBaixas
35;0;2;FlorestaTerrasBaixas
36;1;2;FlorestaTerrasBaixas
37;9;2;FlorestaTerrasBaixas
38;6;2;FlorestaTerrasBaixas
39;0;2;FlorestaTerrasBaixas
40;0;2;FlorestaTerrasBaixas
41;0;2;FlorestaTerrasBaixas
42;0;2;FlorestaTerrasBaixas
1;0;3;FlorestaTerrasBaixas
2;0;3;FlorestaTerrasBaixas
3;1;3;FlorestaTerrasBaixas
4;6;3;FlorestaTerrasBaixas
5;7;3;FlorestaTerrasBaixas
6;0;3;FlorestaTerrasBaixas
7;3;3;FlorestaTerrasBaixas
8;1;3;FlorestaTerrasBaixas
9;3;3;FlorestaTerrasBaixas
10;0;3;FlorestaTerrasBaixas
11;0;3;FlorestaTerrasBaixas
12;0;3;FlorestaTerrasBaixas
13;7;3;FlorestaTerrasBaixas
14;0;3;FlorestaTerrasBaixas
15;0;3;FlorestaTerrasBaixas
16;2;3;FlorestaTerrasBaixas
17;3;3;FlorestaTerrasBaixas
18;0;3;FlorestaTerrasBaixas
19;4;3;FlorestaTerrasBaixas
20;5;3;FlorestaTerrasBaixas
21;0;3;FlorestaTerrasBaixas
22;0;3;FlorestaTerrasBaixas
23;0;3;FlorestaTerrasBaixas
24;0;3;FlorestaTerrasBaixas
25;1;3;FlorestaTerrasBaixas
26;0;3;FlorestaTerrasBaixas
27;1;3;FlorestaTerrasBaixas
28;1;3;FlorestaTerrasBaixas
29;0;3;FlorestaTerrasBaixas
30;1;3;FlorestaTerrasBaixas
31;0;3;FlorestaTerrasBaixas
32;0;3;FlorestaTerrasBaixas
33;0;3;FlorestaTerrasBaixas
34;0;3;FlorestaTerrasBaixas
35;0;3;FlorestaTerrasBaixas
36;0;3;FlorestaTerrasBaixas
37;1;3;FlorestaTerrasBaixas
38;2;3;FlorestaTerrasBaixas
39;0;3;FlorestaTerrasBaixas
40;0;3;FlorestaTerrasBaixas
41;0;3;FlorestaTerrasBaixas
42;0;3;FlorestaTerrasBaixas
1;0;4;FlorestaTerrasBaixas
2;0;4;FlorestaTerrasBaixas
3;0;4;FlorestaTerrasBaixas
4;2;4;FlorestaTerrasBaixas
5;5;4;FlorestaTerrasBaixas
6;0;4;FlorestaTerrasBaixas
7;0;4;FlorestaTerrasBaixas
8;0;4;FlorestaTerrasBaixas
9;3;4;FlorestaTerrasBaixas
10;0;4;FlorestaTerrasBaixas
11;3;4;FlorestaTerrasBaixas
12;15;4;FlorestaTerrasBaixas
13;8;4;FlorestaTerrasBaixas
14;0;4;FlorestaTerrasBaixas
15;0;4;FlorestaTerrasBaixas
16;3;4;FlorestaTerrasBaixas
17;9;4;FlorestaTerrasBaixas
18;0;4;FlorestaTerrasBaixas
19;0;4;FlorestaTerrasBaixas
20;0;4;FlorestaTerrasBaixas
21;0;4;FlorestaTerrasBaixas
22;0;4;FlorestaTerrasBaixas
23;0;4;FlorestaTerrasBaixas
24;0;4;FlorestaTerrasBaixas
25;0;4;FlorestaTerrasBaixas
26;0;4;FlorestaTerrasBaixas
27;0;4;FlorestaTerrasBaixas
28;0;4;FlorestaTerrasBaixas
29;0;4;FlorestaTerrasBaixas
30;0;4;FlorestaTerrasBaixas
31;0;4;FlorestaTerrasBaixas
32;0;4;FlorestaTerrasBaixas
33;3;4;FlorestaTerrasBaixas
34;1;4;FlorestaTerrasBaixas
35;0;4;FlorestaTerrasBaixas
36;1;4;FlorestaTerrasBaixas
37;0;4;FlorestaTerrasBaixas
38;1;4;FlorestaTerrasBaixas
39;0;4;FlorestaTerrasBaixas
40;0;4;FlorestaTerrasBaixas
41;0;4;FlorestaTerrasBaixas
42;0;4;FlorestaTerrasBaixas
1;0;5;FlorestaTerrasBaixas
2;0;5;FlorestaTerrasBaixas
3;0;5;FlorestaTerrasBaixas
4;0;5;FlorestaTerrasBaixas
5;0;5;FlorestaTerrasBaixas
6;0;5;FlorestaTerrasBaixas
7;0;5;FlorestaTerrasBaixas
8;0;5;FlorestaTerrasBaixas
9;6;5;FlorestaTerrasBaixas
10;0;5;FlorestaTerrasBaixas
11;0;5;FlorestaTerrasBaixas
12;0;5;FlorestaTerrasBaixas
13;0;5;FlorestaTerrasBaixas
14;0;5;FlorestaTerrasBaixas
15;0;5;FlorestaTerrasBaixas
16;0;5;FlorestaTerrasBaixas
17;0;5;FlorestaTerrasBaixas
18;0;5;FlorestaTerrasBaixas
19;0;5;FlorestaTerrasBaixas
20;0;5;FlorestaTerrasBaixas
21;0;5;FlorestaTerrasBaixas
22;0;5;FlorestaTerrasBaixas
23;0;5;FlorestaTerrasBaixas
24;0;5;FlorestaTerrasBaixas
25;0;5;FlorestaTerrasBaixas
26;0;5;FlorestaTerrasBaixas
27;0;5;FlorestaTerrasBaixas
28;0;5;FlorestaTerrasBaixas
29;0;5;FlorestaTerrasBaixas
30;0;5;FlorestaTerrasBaixas
31;0;5;FlorestaTerrasBaixas
32;0;5;FlorestaTerrasBaixas
33;0;5;FlorestaTerrasBaixas
34;0;5;FlorestaTerrasBaixas
35;0;5;FlorestaTerrasBaixas
36;0;5;FlorestaTerrasBaixas
37;0;5;FlorestaTerrasBaixas
38;0;5;FlorestaTerrasBaixas
39;0;5;FlorestaTerrasBaixas
40;0;5;FlorestaTerrasBaixas
41;0;5;FlorestaTerrasBaixas
42;0;5;FlorestaTerrasBaixas
1;1;1;FlorestaSubmontana1
2;1;1;FlorestaSubmontana1
3;1;1;FlorestaSubmontana1
4;0;1;FlorestaSubmontana1
5;1;1;FlorestaSubmontana1
6;1;1;FlorestaSubmontana1
7;0;1;FlorestaSubmontana1
8;0;1;FlorestaSubmontana1
9;1;1;FlorestaSubmontana1
10;5;1;FlorestaSubmontana1
11;0;1;FlorestaSubmontana1
12;0;1;FlorestaSubmontana1
13;0;1;FlorestaSubmontana1
14;3;1;FlorestaSubmontana1
15;0;1;FlorestaSubmontana1
16;1;1;FlorestaSubmontana1
17;0;1;FlorestaSubmontana1
18;0;1;FlorestaSubmontana1
19;6;1;FlorestaSubmontana1
20;0;1;FlorestaSubmontana1
21;1;1;FlorestaSubmontana1
22;1;1;FlorestaSubmontana1
23;0;1;FlorestaSubmontana1
24;1;1;FlorestaSubmontana1
25;1;1;FlorestaSubmontana1
26;0;1;FlorestaSubmontana1
27;0;1;FlorestaSubmontana1
28;0;1;FlorestaSubmontana1
29;1;1;FlorestaSubmontana1
30;0;1;FlorestaSubmontana1
31;2;1;FlorestaSubmontana1
32;1;1;FlorestaSubmontana1
33;1;1;FlorestaSubmontana1
34;2;1;FlorestaSubmontana1
35;0;1;FlorestaSubmontana1
36;2;1;FlorestaSubmontana1
37;2;1;FlorestaSubmontana1
38;3;1;FlorestaSubmontana1
39;2;1;FlorestaSubmontana1
40;0;1;FlorestaSubmontana1
41;0;1;FlorestaSubmontana1
42;0;1;FlorestaSubmontana1
43;0;1;FlorestaSubmontana1
44;1;1;FlorestaSubmontana1
1;1;2;FlorestaSubmontana1
2;0;2;FlorestaSubmontana1
3;1;2;FlorestaSubmontana1
4;0;2;FlorestaSubmontana1
5;0;2;FlorestaSubmontana1
6;0;2;FlorestaSubmontana1
7;0;2;FlorestaSubmontana1
8;0;2;FlorestaSubmontana1
9;5;2;FlorestaSubmontana1
10;0;2;FlorestaSubmontana1
11;0;2;FlorestaSubmontana1
12;0;2;FlorestaSubmontana1
13;1;2;FlorestaSubmontana1
14;1;2;FlorestaSubmontana1
15;0;2;FlorestaSubmontana1
16;3;2;FlorestaSubmontana1
17;6;2;FlorestaSubmontana1
18;0;2;FlorestaSubmontana1
19;0;2;FlorestaSubmontana1
20;0;2;FlorestaSubmontana1
21;0;2;FlorestaSubmontana1
22;8;2;FlorestaSubmontana1
23;2;2;FlorestaSubmontana1
24;0;2;FlorestaSubmontana1
25;1;2;FlorestaSubmontana1
26;7;2;FlorestaSubmontana1
27;1;2;FlorestaSubmontana1
28;1;2;FlorestaSubmontana1
29;10;2;FlorestaSubmontana1
30;0;2;FlorestaSubmontana1
31;17;2;FlorestaSubmontana1
32;1;2;FlorestaSubmontana1
33;1;2;FlorestaSubmontana1
34;1;2;FlorestaSubmontana1
35;1;2;FlorestaSubmontana1
36;7;2;FlorestaSubmontana1
37;2;2;FlorestaSubmontana1
38;3;2;FlorestaSubmontana1
39;0;2;FlorestaSubmontana1
40;0;2;FlorestaSubmontana1
41;1;2;FlorestaSubmontana1
42;0;2;FlorestaSubmontana1
43;0;2;FlorestaSubmontana1
44;0;2;FlorestaSubmontana1
1;0;3;FlorestaSubmontana1
2;0;3;FlorestaSubmontana1
3;1;3;FlorestaSubmontana1
4;0;3;FlorestaSubmontana1
5;0;3;FlorestaSubmontana1
6;0;3;FlorestaSubmontana1
7;0;3;FlorestaSubmontana1
8;0;3;FlorestaSubmontana1
9;3;3;FlorestaSubmontana1
10;0;3;FlorestaSubmontana1
11;0;3;FlorestaSubmontana1
12;0;3;FlorestaSubmontana1
13;0;3;FlorestaSubmontana1
14;0;3;FlorestaSubmontana1
15;0;3;FlorestaSubmontana1
16;0;3;FlorestaSubmontana1
17;0;3;FlorestaSubmontana1
18;1;3;FlorestaSubmontana1
19;6;3;FlorestaSubmontana1
20;0;3;FlorestaSubmontana1
21;0;3;FlorestaSubmontana1
22;7;3;FlorestaSubmontana1
23;0;3;FlorestaSubmontana1
24;0;3;FlorestaSubmontana1
25;1;3;FlorestaSubmontana1
26;0;3;FlorestaSubmontana1
27;0;3;FlorestaSubmontana1
28;9;3;FlorestaSubmontana1
29;0;3;FlorestaSubmontana1
30;0;3;FlorestaSubmontana1
31;6;3;FlorestaSubmontana1
32;0;3;FlorestaSubmontana1
33;6;3;FlorestaSubmontana1
34;3;3;FlorestaSubmontana1
35;1;3;FlorestaSubmontana1
36;0;3;FlorestaSubmontana1
37;0;3;FlorestaSubmontana1
38;0;3;FlorestaSubmontana1
39;0;3;FlorestaSubmontana1
40;0;3;FlorestaSubmontana1
41;0;3;FlorestaSubmontana1
